Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Iran, Islamic Rep.",IRN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.68566763,48.65208745,48.61875112,48.58786417,48.55884831,48.52853765,48.50102958,48.47819114,48.46240612,48.45588785,48.4539787,48.45215235,48.44843049,48.44686081,48.44860099,48.43302378,48.42284196,48.42918141,48.43417567,48.45125844,48.48883706,48.36114145,48.28484592,48.40870986,48.50731568,48.58610473,48.67391827,48.76803988,48.85347806,48.91563825,48.96965207,49.02015374,49.05567128,49.07523551,49.09367557,49.12209034,49.15359784,49.18931629,49.22421608,49.25861591,49.29310876,49.32660442,49.35308904,49.33489883,49.27980026,49.23102728,49.19677882,49.1832166,49.18273715,49.18380976,49.18514915,49.19855032,49.22410506,49.24944679,49.2806266,49.31615632,49.34277125,49.36404412,49.38660715,49.41077722,49.4388963,49.47104772,49.50389139,49.53347809
Iraq,IRQ,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.57031526,50.57952978,50.57952384,50.57400479,50.5664848,50.55472772,50.54159614,50.52379488,50.50121602,50.47884098,50.45408138,50.42562586,50.39620493,50.36710807,50.35091602,50.34624986,50.32784298,50.29665674,50.265634,50.23518513,50.23267884,50.27872521,50.34138848,50.39894357,50.45360509,50.50395281,50.55049717,50.59212789,50.64605737,50.68217507,50.68607366,50.67529109,50.63588371,50.58488839,50.53797465,50.49160198,50.44454237,50.39755458,50.35229376,50.31209366,50.27862031,50.24719709,50.21717294,50.20128507,50.20357553,50.2139227,50.23649218,50.2685524,50.28396679,50.27124003,50.24545916,50.21530783,50.18107634,50.1471825,50.11316456,50.07585053,50.05215652,50.03984234,50.01497634,49.98329785,49.9551519,49.92968189,49.90491306,49.8808515
Iceland,ISL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.48509392,49.46096011,49.44494696,49.4310046,49.4455168,49.45426371,49.44254079,49.42684903,49.41703769,49.42730541,49.43365221,49.45263883,49.47440377,49.47922062,49.47254983,49.47952492,49.50464031,49.53557441,49.56291557,49.57870827,49.59805137,49.61148985,49.61729951,49.65356702,49.69521481,49.7274161,49.76146156,49.77238733,49.77012368,49.78106401,49.80570075,49.83778504,49.85570041,49.85109801,49.85350682,49.87055488,49.89094773,49.90639603,49.91997375,49.94128792,49.94812799,49.94355591,49.9673382,49.97670815,49.92013299,49.72814102,49.34653205,49.05580514,49.12799207,49.45138018,49.70329812,49.78937841,49.83098583,49.84785078,49.83152446,49.75533136,49.57622701,49.24075755,48.90861492,48.72468637,48.70387188,48.74289495,48.74349355,48.74399842
Israel,ISR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.51186676,49.58672811,49.65451012,49.715796,49.76932136,49.81652526,49.85973695,49.89748788,49.9287297,49.95560678,49.978898,49.99961903,50.01951329,50.03854681,50.05984163,50.08612532,50.12009388,50.15903432,50.19817205,50.24118631,50.28972325,50.33993625,50.38674859,50.43264885,50.48154268,50.53115454,50.58188925,50.63376722,50.67848541,50.71338237,50.74278812,50.7675388,50.78642333,50.79616374,50.79874051,50.79657089,50.78658436,50.77296383,50.75791753,50.73871121,50.71905022,50.70187763,50.68393267,50.66372881,50.64295164,50.62011068,50.59618034,50.57490625,50.55674433,50.54048757,50.5132262,50.47405751,50.43487275,50.39560349,50.35697545,50.32071319,50.28325131,50.24794636,50.21884393,50.1902957,50.16549835,50.14469005,50.12234036,50.09763999
Italy,ITA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.50359042,51.52249837,51.52164143,51.50519251,51.48621775,51.46563104,51.44682595,51.4293431,51.41245706,51.39958578,51.38655484,51.37227448,51.36994577,51.37767517,51.38632335,51.39787028,51.41261872,51.4306348,51.45195477,51.4746335,51.42992084,51.38339243,51.39924663,51.41104761,51.42270508,51.43460666,51.44513537,51.45570278,51.46594315,51.47662581,51.48811254,51.50117822,51.51425703,51.52589649,51.5401102,51.55581971,51.56999934,51.58247227,51.59580987,51.60871351,51.61705242,51.62044673,51.61431381,51.59555543,51.56906175,51.55047581,51.54822694,51.55710724,51.56840204,51.57940502,51.59653441,51.60683832,51.58959494,51.55972469,51.53721087,51.50355854,51.45185288,51.38992493,51.3272189,51.29538722,51.28128585,51.26080917,51.23626902,51.20692679
Jamaica,JAM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.50744217,52.41640291,52.32630997,52.23603002,52.14160137,52.04487523,51.950726,51.85939751,51.77184309,51.68795633,51.60790946,51.56252734,51.54443249,51.52036683,51.49381228,51.46688074,51.43908359,51.40625433,51.36874335,51.32611939,51.279064,51.22892087,51.17684713,51.12397896,51.07555116,51.03580669,51.00249539,50.97320701,50.94553477,50.92057058,50.89639344,50.87071551,50.82729052,50.76838242,50.71270946,50.66092233,50.61589628,50.57652701,50.54062246,50.5105977,50.48616016,50.46623283,50.45196729,50.44377141,50.44151254,50.44311196,50.44433125,50.44181872,50.4342265,50.42512106,50.41845045,50.41211957,50.39892138,50.37843533,50.35752725,50.34330609,50.33965522,50.34361496,50.35220772,50.363551,50.37402019,50.38531383,50.39999972,50.41659234
Jordan,JOR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.81394351,48.82693015,48.83775672,48.84800538,48.85623058,48.86042101,48.86235153,48.86179761,48.85778593,48.85163131,48.84786827,48.84081353,48.82721419,48.81261549,48.79939855,48.78752446,48.77661825,48.76843631,48.76415105,48.76286085,48.7629364,48.76385935,48.76566117,48.76846331,48.77223388,48.77430136,48.7765292,48.78176691,48.78855383,48.79726508,48.6702674,48.40795237,48.13918793,47.89142341,47.71007016,47.62828903,47.64593996,47.73392287,47.85089102,47.96899475,48.08092047,48.18240625,48.2707526,48.34244699,48.38953927,48.42165249,48.45633678,48.48882135,48.51948771,48.54913942,48.57748767,48.60466555,48.63038857,48.42131337,48.05245445,47.9188974,47.9575311,47.99583099,48.03401382,48.07207579,48.11127487,48.15203747,48.19259376,48.23185075
Japan,JPN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.88656002,50.87987098,50.87199539,50.86401276,50.85496706,50.84602353,50.83903101,50.83037313,50.8168473,50.8014696,50.7852071,50.76795154,50.7509083,50.73323111,50.7149499,50.69964463,50.68959598,50.68357671,50.68119138,50.68228495,50.68707292,50.6949702,50.70417639,50.71453894,50.72588962,50.73739072,50.74897479,50.76083421,50.77267192,50.78575153,50.80112699,50.81795989,50.8355523,50.85421912,50.87406641,50.89573543,50.91848182,50.94145558,50.9667893,50.99376862,51.02078161,51.0481398,51.07610932,51.10527608,51.13503672,51.1648556,51.19255485,51.2167522,51.23922691,51.26023984,51.27839194,51.29303568,51.30495962,51.31538781,51.32521711,51.33441576,51.34384492,51.35537699,51.36827068,51.38098763,51.38989806,51.39528585,51.40053352,51.40600782
Kazakhstan,KAZ,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.73644796,51.72630757,51.71293211,51.70161095,51.69468528,51.69057642,51.69090288,51.6943881,51.69811567,51.70434191,51.715045,51.73474073,51.75649027,51.77171826,51.78539644,51.79702137,51.80271528,51.798694,51.78919486,51.78047822,51.77127734,51.76022517,51.74620319,51.72362345,51.6891664,51.64871412,51.66952913,51.7607988,51.87398018,51.91913579,51.88920825,51.86680524,51.857154,51.87016588,51.9138927,51.97295611,52.04899925,52.15180597,52.2687168,52.35316924,52.3889371,52.41771225,52.43969882,52.45468035,52.46874372,52.48116918,52.48906195,52.48267289,52.46385998,52.4356817,52.39678498,52.35337357,52.31339032,52.27227655,52.22641181,52.18224089,52.12958692,52.07433174,52.02556098,51.98027563,51.94719305,51.91618874,51.87596163,51.83162249
Kenya,KEN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.44917489,50.47437269,50.49493171,50.5117854,50.52521794,50.53549317,50.54305463,50.54799164,50.55182004,50.55444737,50.55570484,50.55893382,50.56444898,50.56801881,50.56792479,50.56271988,50.55602404,50.55252856,50.55107821,50.54834276,50.54181336,50.53798525,50.53652212,50.53136339,50.52420454,50.51759545,50.51027785,50.50166904,50.4940183,50.48719609,50.48151371,50.47812684,50.47727459,50.47701564,50.47523998,50.47215515,50.46852997,50.46406633,50.45677591,50.44562965,50.42993548,50.4104091,50.38978093,50.36952809,50.34987231,50.3313282,50.31575004,50.30227706,50.29036876,50.28211463,50.27952405,50.28525294,50.29576585,50.30568377,50.31832548,50.33553684,50.34927269,50.36351843,50.38409872,50.39946263,50.40817316,50.42188361,50.43717469,50.44662501
Kyrgyz Republic,KGZ,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.91163666,51.87094013,51.82633307,51.78223366,51.73785237,51.69310411,51.65199291,51.61152047,51.56973019,51.530372,51.49450468,51.45983854,51.42590934,51.39415928,51.36398397,51.33076912,51.29145427,51.25001831,51.20935904,51.16894734,51.13091673,51.09362378,51.05120883,51.00914802,51.0610346,51.20899851,51.36991157,51.5388937,51.71284311,51.81739115,51.79009697,51.7090977,51.63289834,51.55049224,51.48141813,51.43417015,51.39591371,51.36457857,51.33662148,51.31132747,51.28785524,51.26718277,51.25221793,51.24109048,51.22599785,51.20879303,51.19386443,51.17565158,51.15569137,51.13696959,51.11543619,51.09258517,51.06870622,51.04104162,51.01245748,50.98083172,50.95180549,50.92963688,50.91077456,50.89797131,50.89270233,50.89483455,50.90173276,50.9085278
Cambodia,KHM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.09157879,50.10364269,50.11862452,50.13370693,50.1500038,50.16536949,50.17929175,50.19610376,50.21559995,50.23532466,50.38204374,50.64356205,50.87793324,51.09477611,51.30618647,52.08926322,53.08676445,53.45095532,53.65306911,53.79488245,53.78607924,53.69655173,53.56523008,53.43852523,53.32417798,53.2211646,53.0614906,52.84210072,52.68189722,52.52321569,52.30587395,52.09489596,51.70388801,51.24315301,51.02759376,50.9732472,50.9290942,50.88580579,50.88943196,50.88980542,50.84917774,50.81049963,50.77479074,50.74136808,50.70625292,50.66911218,50.63272665,50.59767225,50.56129252,50.54043801,50.53527921,50.53063751,50.52588688,50.52221437,50.51977155,50.51648699,50.5145353,50.51164229,50.50932161,50.50968839,50.505609,50.49698225,50.50331462,50.51845324
Kiribati,KIR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.74427197,50.67426204,50.60798255,50.54155179,50.47992014,50.42661477,50.40052914,50.40007274,50.39361568,50.41900433,50.47443286,50.53045187,50.59054458,50.65348691,50.64393877,50.56942728,50.49411375,50.4190737,50.35230808,50.32371393,50.3346324,50.35474747,50.37870969,50.40002495,50.41323579,50.41074534,50.42187912,50.45606611,50.48828125,50.52698949,50.60034077,50.64089177,50.62836164,50.61889168,50.61546895,50.60811723,50.63381302,50.69032595,50.74063283,50.79334166,50.82408304,50.87539075,50.92316017,50.92787003,50.93843532,50.97286174,51.00366696,51.01178454,51.02244965,51.03871844,51.07273485,51.11539897,51.15931122,51.20950305,51.26146889,51.30283531,51.33276518,51.36089463,51.38187975,51.39285743,51.3731289,51.32920527,51.2748415,51.20847845
St. Kitts and Nevis,KNA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,53.33215672,53.21350472,53.13334777,53.07128018,53.01849592,52.97023993,52.95069353,52.95419026,52.97035921,52.99447274,52.96210639,52.84749793,52.73099784,52.61742236,52.50817142,52.40384615,52.30452675,52.20283008,52.09939031,51.99870604,51.89688377,51.80080553,51.69416273,51.58685446,51.48419066,51.38809795,51.30702571,51.23146791,51.15316667,51.07094067,50.98434885,50.89290119,50.80440098,50.72984776,50.66307945,50.6039953,50.54876209,50.49706799,50.44992087,50.40044618,50.34425112,50.29791676,50.30693412,50.35644289,50.41863461,50.48047084,50.55041174,50.62214187,50.69132242,50.76555429,50.8258971,50.86063765,50.89362415,50.9535872,51.03057189,51.11948106,51.20950866,51.30271006,51.39130253,51.4797116,51.57214223,51.65525354,51.71538284,51.76630719
"Korea, Rep.",KOR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.93263685,49.89403713,49.82607703,49.75441908,49.68740913,49.63354807,49.61971758,49.63786889,49.65799147,49.67930417,49.699782,49.70796256,49.70216339,49.69420549,49.68114918,49.67728706,49.7027045,49.74260455,49.78316358,49.82509104,49.86735175,49.89907674,49.91898927,49.93643292,49.94998692,49.95734818,49.94113427,49.90781685,49.87347882,49.8358318,49.79432588,49.77160281,49.76966005,49.76330352,49.75378926,49.74663728,49.74320068,49.7442768,49.74669007,49.74678015,49.74737752,49.77332311,49.82291247,49.87311037,49.92585478,49.97794823,50.01992847,50.05408373,50.08891575,50.12438354,50.15174633,50.13174326,50.07425024,50.01911744,49.96612507,49.91989611,49.91663611,49.94934058,49.98156236,50.01438214,50.04011018,50.05809651,50.07806884,50.10095095
Kuwait,KWT,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,40.86537989,40.7236449,40.68880721,40.75278125,40.8308785,40.92363382,41.40058678,42.17776647,42.86958041,43.46889282,43.96127984,44.29485731,44.51878724,44.7224034,44.91064861,45.08466256,44.89613626,44.39231093,43.93088722,43.53422089,43.23508739,43.10437335,43.08288176,43.06410957,43.09939547,43.15223865,43.29739499,43.55445533,43.79403453,44.0183836,44.22318916,44.47629713,44.56733881,44.12948366,43.14931516,42.44059105,42.1304771,41.94739842,41.77530194,41.6116845,41.45385216,41.30003203,41.1483742,40.99702785,40.84479965,40.95234729,41.39791293,41.89508487,42.33834918,42.73177013,43.07042709,43.10841093,42.9037875,42.7195478,42.16314191,40.15794848,39.16115892,39.19970016,38.48213593,38.34360857,38.74339402,39.04410564,39.18893816,39.29850482
Latin America & Caribbean (excluding high income),LAC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.88395277,49.89893317,49.91251842,49.92437816,49.93545962,49.94656451,49.95694817,49.96655793,49.97643433,49.98639613,49.99589067,50.0137159,50.0386216,50.06209422,50.08565279,50.10844184,50.1314423,50.15164528,50.16860715,50.18660169,50.20395612,50.22142455,50.24029339,50.25782202,50.27366458,50.28828359,50.30213511,50.31630268,50.33005894,50.34381637,50.35835462,50.37405938,50.39018266,50.40541672,50.41765951,50.42846979,50.44031915,50.45230364,50.46393501,50.47548096,50.48923611,50.50246714,50.51434448,50.5259182,50.53643969,50.54659503,50.55628766,50.56575417,50.57803066,50.59272122,50.60590154,50.61686754,50.62712263,50.63726881,50.64574743,50.65381509,50.6626088,50.67159674,50.68106615,50.69188343,50.71154424,50.74072308,50.76374364,50.77687737
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.64701027,50.64756273,50.63744168,50.63313302,50.64353543,50.65208182,50.65821006,50.66059319,50.66074236,50.65852868,50.65310847,50.64577638,50.63504837,50.62116841,50.59181196,50.54983536,50.51176475,50.47665482,50.44360428,50.40860315,50.36762487,50.323777,50.27812274,50.2316259,50.18722754,50.14499129,50.10453722,50.06633083,50.03159539,50.00107308,49.97340329,49.94630653,49.92050174,49.89703959,49.8749155,49.8541228,49.83508839,49.82361066,49.81884617,49.81335402,49.80712975,49.80342254,49.80386547,49.8072003,49.81549598,49.81088234,49.78697886,49.76074876,49.73434046,49.70723588,49.68131159,49.65485705,49.62614478,49.5975907,49.57194655,49.56238888,49.56798822,49.57346593,49.57690395,49.58154079,49.58841566,49.59534991,49.60234279,49.61017341
Lebanon,LBN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.64940615,49.62426381,49.59855311,49.57537645,49.55462855,49.53625125,49.52191554,49.50907815,49.49668279,49.48466385,49.4727707,49.46110722,49.44897475,49.43652156,49.42500228,49.49743385,49.74324351,49.89861514,49.9420589,49.99131682,50.03094103,50.0695357,50.19020349,50.34003972,50.43757693,50.53285814,50.62439352,50.67923571,50.6994783,50.74715601,50.82102012,50.83204836,50.78518837,50.74303524,50.70491216,50.66657575,50.62944894,50.59844662,50.57181706,50.54667978,50.52316299,50.50170874,50.48472271,50.46922099,50.45382342,50.44065919,50.43732192,50.43737452,50.42938138,50.4169852,50.40089675,50.38142292,50.35971973,50.33766514,50.3161447,50.40250416,50.60804948,50.83114921,51.07131952,51.32879169,51.4688086,51.48095771,51.5030496,51.53180934
Liberia,LBR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.83054565,48.91618491,49.00028055,49.0652026,49.11173306,49.1563448,49.20363701,49.2510081,49.29630581,49.34310695,49.38646304,49.43229417,49.4775778,49.51440484,49.54844882,49.60780842,49.68699119,49.76517059,49.84372777,49.91442583,49.97994482,50.03533214,50.07672389,50.13818356,50.18733379,50.20440019,50.2205251,50.23311355,50.24792603,50.26631042,50.42256275,50.62999037,50.6571582,50.6930655,50.73659019,50.7744506,50.7984243,50.80694835,50.79890907,50.79299419,50.78411895,50.76836702,50.74908539,50.73828923,50.72496026,50.69760507,50.66642125,50.63252531,50.59693907,50.56214159,50.52863763,50.48874114,50.45224321,50.42320252,50.39407903,50.36642009,50.33993137,50.31320942,50.28861468,50.26482918,50.24253162,50.22210815,50.20062493,50.17904808
Libya,LBY,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.49185626,48.45431307,48.41869594,48.39486618,48.41529155,48.39647968,48.27825231,48.14053699,48.02145551,47.9203875,47.83841414,47.77401038,47.75074076,47.87031919,47.87271628,47.64204847,47.40131579,47.17793064,46.96962054,46.77347611,46.58496247,46.40292544,46.23104821,46.07015088,46.02441769,46.0924194,46.17374234,46.26406496,46.35471514,46.44083523,46.52251378,46.59862998,46.66776157,46.72924134,46.78940968,46.85316887,46.92205459,46.99666241,47.07482209,47.15055245,47.3719589,47.7341944,48.08766391,48.43147878,48.763117,49.07788405,49.22610674,49.21288983,49.19126513,49.17552004,49.16794363,49.12403291,49.09049093,49.11668258,49.15278781,49.20443103,49.25852361,49.28782312,49.29870405,49.32307194,49.35394688,49.37835519,49.39974379,49.42574373
St. Lucia,LCA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.01388434,52.02509675,52.04587361,52.06508795,52.08446242,52.10051121,52.11768542,52.1333508,52.14741036,52.15589784,52.10398681,52.00083985,51.90358549,51.81012635,51.71496264,51.6184292,51.53102159,51.44949517,51.36928542,51.28533521,51.20156536,51.12945791,51.07295117,51.01915291,50.97339713,50.93822269,50.90201024,50.86708583,50.83297274,50.79846501,50.76422513,50.7312779,50.70891955,50.69349574,50.67514164,50.65639194,50.63811546,50.61883258,50.59768576,50.58133657,50.57617555,50.56104213,50.51885364,50.46704325,50.41859729,50.37185735,50.33038986,50.28355162,50.22719723,50.17149121,50.1389417,50.13506056,50.14671565,50.16956167,50.20022425,50.23373932,50.27010481,50.3107308,50.35359327,50.39729426,50.44215201,50.49345676,50.54515532,50.59167494
